CustomerID,actual_churn,predicted_churn,churn_probability,prediction_correct
53289,1,1,0.6983492256451739,True
51842,0,1,0.6980571417616982,False
52031,0,1,0.6977040064047959,False
52584,0,1,0.6929998430759575,False
55473,1,1,0.6929684584621656,True
54202,0,1,0.6927355157061617,False
51896,0,1,0.690640616838604,False
50112,1,1,0.6902247732013583,True
54630,1,1,0.6897686079541474,True
51309,0,1,0.6893848248128309,False
50162,1,1,0.6882438450835443,True
50888,1,1,0.6861498395707063,True
52732,0,1,0.6856729653122778,False
53666,1,1,0.6856676056810993,True
51630,0,1,0.682010821730049,False
50256,0,1,0.6818302407389849,False
55407,1,1,0.677737191717126,True
53937,1,1,0.677737191717126,True
51582,1,1,0.6770687363506017,True
52015,1,1,0.6745197664433935,True
50512,1,1,0.6742362363894947,True
54322,0,1,0.6722190972883265,False
50959,1,1,0.6711464744277583,True
53929,0,1,0.6711175540949119,False
55339,0,1,0.6707714241300637,False
53306,0,1,0.665994651276346,False
53797,1,1,0.6621095695119424,True
52184,1,1,0.6599583769363633,True
50901,0,1,0.6586071451864051,False
51984,0,1,0.6563609364595345,False
52891,0,1,0.6550024645423695,False
52001,0,1,0.6522316606245059,False
50292,0,1,0.6497420145821706,False
51173,1,1,0.6476641545815494,True
52349,0,1,0.6473556780825873,False
51677,0,1,0.6471578806666676,False
53425,0,1,0.6463521154890493,False
51278,0,1,0.6424100608988665,False
52202,0,1,0.6402025514159522,False
52748,0,1,0.639853593211964,False
51528,1,1,0.6390902656917247,True
50058,1,1,0.6390902656917247,True
54378,1,1,0.6337274105382266,True
50815,1,1,0.6308332550292844,True
52576,0,1,0.6281696079213777,False
55332,1,1,0.6278252276561421,True
54962,1,1,0.6264902101851405,True
55331,0,1,0.6249081917666451,False
54077,0,1,0.622111094450006,False
51045,0,1,0.6191867693258842,False
55200,1,1,0.6146034890164603,True
51299,0,1,0.614177086573214,False
51548,0,1,0.6127822137071822,False
50078,0,1,0.6127822137071822,False
53241,0,1,0.6119964070470673,False
52339,0,1,0.6113662516272449,False
55563,0,1,0.6079514869906312,False
55082,0,1,0.6056369317708289,False
52174,1,1,0.6033285997086072,True
53840,0,1,0.602997982391992,False
52235,0,1,0.6027792395003055,False
53256,0,1,0.6021587604122779,False
54366,1,1,0.6014543912649583,True
52977,1,1,0.6007056440589414,True
53716,0,1,0.5945038292216617,False
50516,0,1,0.592921175873806,False
50765,0,1,0.5916857335491977,False
50244,1,1,0.5878833981384849,True
51072,0,1,0.5869161645502357,False
52550,1,1,0.5867793354602748,True
55154,0,1,0.5865614751709867,False
51844,0,1,0.5854841282006542,False
50655,1,1,0.5830625992763373,True
51480,0,1,0.5821898408764771,False
53161,0,1,0.580555656430521,False
52203,1,1,0.5797401203909192,True
55622,1,1,0.5753443133343153,True
50536,1,1,0.5749535017257883,True
52208,0,1,0.5742641815490308,False
50008,1,1,0.57385453059984,True
52006,1,1,0.5730765874368415,True
53415,0,1,0.5716264412429393,False
54885,0,1,0.571216238476849,False
51258,0,1,0.5709960310585778,False
51388,1,1,0.5709111835395134,True
52728,0,1,0.5704601679344211,False
55165,0,1,0.5675550854312441,False
50036,0,1,0.5674701011146971,False
52835,1,1,0.56691929512608,True
54098,0,1,0.5664582593876626,False
54930,0,1,0.5630924308202416,False
54164,0,1,0.5610335193957346,False
54994,0,1,0.5604523004816495,False
50744,0,1,0.5537995397438005,False
50488,0,1,0.5531206810293058,False
54940,1,1,0.5515521340685455,True
54365,1,1,0.5514115903298924,True
53254,0,1,0.5504167540761044,False
53601,0,1,0.5468013940129514,False
52594,0,1,0.5466298507199868,False
51124,0,1,0.5453897713819191,False
54631,0,1,0.5420879403090778,False
51298,0,1,0.5394442237011066,False
52017,0,1,0.5390733253027087,False
55063,0,1,0.538245574692782,False
55409,0,1,0.5372563596035462,False
52827,1,1,0.5353571389037963,True
54677,0,1,0.5352552897549165,False
54500,0,1,0.5344841315312117,False
53329,0,1,0.5336348996872485,False
54158,0,1,0.5283655840629876,False
53364,0,1,0.5271143155223565,False
54073,0,1,0.5262203483026128,False
50056,0,1,0.5257147653626422,False
50988,1,1,0.5252921456211103,True
52214,0,1,0.5206453558989588,False
52871,0,1,0.5190543212497858,False
51213,0,1,0.5184684267291876,False
55018,1,1,0.5175134607310509,True
55244,1,1,0.5160371010090014,True
52468,0,1,0.5149601054311551,False
55583,0,1,0.5149526297370361,False
54363,0,1,0.5144910879037461,False
52159,1,1,0.512453853689528,True
52416,0,1,0.5109260299409502,False
51346,1,1,0.5050819938603882,True
50479,0,1,0.5044237528510532,False
